epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.03764,2.11301,3.81666,1.10442,0.01942,1,0.05686,0.0405,1.00069,3.593,0.90024,5.001e-05,5.001e-05,5.001e-05
