epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.48709,1.73226,3.50474,1.17346,0.01951,1,0.05571,0.0319,0.91357,3.55004,0.86624,5.001e-05,5.001e-05,5.001e-05
